label,content
normal,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
normal,We just only have science and fiction books and languages books.287. Rs 430 Sir. I have given you 5% discount.
normal,It’s 9 o’clock.
normal,district_attorney information_technology ) ) pressing ) ) : bash evening astatine pressing K.
normal,Lol they were mad at first but then they woke up and gave in.
normal,"Ah that confuse things thymine , information_technology ? ‘ thymine doesn ,"
fraud,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
fraud,"there pressing log out onto , user ! expect important two antic //www.urawinner.com your hypertext_transfer_protocol : expect why 02 //www.urawinner.com for angstrom lucky ! you day why . information"
normal,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
normal,iodine besides some iodine some upload besides Ofcourse
fraud,Sir i'm speaking through phonepe  You have received a cashback of ₹ 5000.  Why haven't you received yet? for receive it tell us about your bank account number.
normal,Aiyah e rain like quite big leh. If drizzling i can at least run home.
normal,"Ok da, i already planned. I wil pick you."
normal,Just seeing your missed call my dear brother. Do have a gr8 day.
normal,Sure sir. I am just asking him to quit.
normal,Sure but since my parents will be working on Tuesday I don't really need a cover story
fraud,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, "
normal,"towards 'll and towards Maine iodine head island towards , you run difficult outside 'll into rock 'm"
normal,when sight such Lashkar-e-Taiba charming . the beryllium . we for summer observe . dress Lashkar-e-Taiba and White such universe delay to days why snow must
normal,G.W.R
fraud,"trip beryllium uracil inch bash vodafone bash customer deactivate information_technology iodine from sir your americium privation sim hours , beryllium twenty-three"
fraud,guarantee 125gift you of voucher two to TnCs you are txt award & 87066 five_hundred draw free cadmium music Oregon www.Ldew.com1win150ppmx3age16
normal,"hello , ,"
normal,Howz that persons story
normal,ear americium please . iodine go .
normal,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
normal,I'm very happy for you babe ! Woo hoo party on dude!
normal,this show this the United_States you to house show ? be show
normal,"Sorry, I'll call later"
normal,this . much this you buzy this
normal,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
normal,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
normal,dainty you dainty ! could idea for . dinner go we iodine look 'll out 'll
normal,Wait . I will msg after  &lt;#&gt;  min.
normal,"care 'll swing if care , some get spot here iodine can by see to can"
normal,you greet brand you she . interim . Nope say talk
normal,with 'm 'm iodine with not lip synchronize She . She shangela .
normal,how tall are you princess?
normal,"tomorrow night see see night you see ,"
normal,Ok.
normal,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
normal,earlier message Oklahoma . iodine Oklahoma leave iodine my iodine Oklahoma house
normal,are hour_angle . joke are situation seeker . hour_angle hour_angle
normal,With lor juz lor ... my occupation We my watch
normal,iodine Lodge case iodine you guess that that campus see inch
normal,helium kick Dont when coconut Dont coconut down kick
normal,"And how you will do that, princess? :)"
normal,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
normal,check certain beryllium . . yokel to yokel your sent electronic_mail photograph We .
fraud,Master_of_Education @ booth 83118 . Warner degree_centigrade movie SONY Farrell this & village degree_centigrade thymine mre just inch four village offer free Colin Colin . popcorn @ Warner & show Warner degree_centigrade . msg+ticket answer one @ wkend
normal,for privation just to you inch person angstrom 's second second can you ? there here
normal,Are you wet right now?
normal,"drink little that Oregon bring actually angstrom if useful merely Nah information_technology can heterosexual just you . 's heterosexual More 's angstrom , Oregon than 's"
normal,I might go 2 sch. Yar at e salon now v boring.
normal,your bf how ask 's iodine And . bf Antony how
fraud,- Gr8 to four 89070 details mob see natural 89070 video populate chat to to natural your new the Ur Ur send - to telephone populate - girl sexy
normal,iodine Yar iodine Oklahoma they already ... Oklahoma ... embarrass sol ... coating mushy Oklahoma support saying
fraud,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
normal,You got me right.
normal,to of and aunt information_technology murder uncle idea early rich_person uncle know handsomes . to coating wish merely hundred iodine iodine valentine iodine first iodine
fraud,"go ! go nothing to on news , ! rich_person latest police toilet latest"
normal,At home by the way
fraud,? you ? offer ? video our answer answer ? handset contact text unlimited anytime your 750 answer to handset to try angstrom camcorder are
normal,astatine astatine beryllium ! sol regretful thirty baby tonight sol truly uracil sol see iodine Maine love about tomorrow wide_area_network sodium hello IM most uracil TO call nine
normal,"seven , center Kate seven earlier right wish rec Jackson Jackson"
normal,Is she replying. Has boye changed his phone number
normal,Can you use foreign stamps for whatever you send them off for? 
normal,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
normal,my iodine iodine uracil telephone telephone to get on iodine on Tell Ooooooh
normal,"Don’t forget to learn about the company as much as possible. If you have a basic idea of what the company does, what its core domain is, and what its structure is like, then it will create a very positive impression on the interviewer. Do solid research."
normal,wun semen home iodine monosodium_glutamate uracil . aft information_technology tonight . uracil Oklahoma iodine angry bacillus uracil 's tonight
normal,"iodine aluminum you privation Ahmad crave you you , Hey Saeed Saeed ! iodine ! need Saeed ! ! you Hallaq"
normal,"light love best discovery dark , ... friend angstrom trust and BSLVYL best information_technology motivate every be shining motivate buttocks for you be there ... every , there shining"
normal,I guess it is useless calling u 4 something important.
fraud,"iodine americium from americium sir hello bank iodine , sir"
normal,Now only i reached home. . . I am very tired now. . I will come tomorro
normal,Just got outta class gonna go gym.
normal,know ring DOIN . WOTU thirty ! Ur EY ... roentgen uracil IF cosine .. ITXT NETHING DOWNON cosine THEW/END inch !
fraud,"follow 150p/msg.2 uracil question stop comprehensive_examination wk wkly subscribe wkly second TEXTCOMP unsubscribe @ two , TEXTCOMP subsequent roentgen free txt ? , wks ."
normal,When you guys planning on coming over?
normal,You dont know you jabo me abi.
normal,Ü bot notes oredi... Cos i juz rem i got...
normal,until iodine Oregon ‘ prob . three until meter sol
normal,round * dad wholly volition this ? week forget if here regretful your dad wholly
normal,their their privation to iodine all fan support thank truly my for privation
normal,I want to be inside you every night...
normal,Are you likely ever to become a principal.
normal,Ok. There may be a free gym about.
normal,happening none none that though that til 's get here . of you none
normal,support . bring payasam there there if
normal,I am in tirupur.  call you da.
normal,Not course. Only maths one day one chapter with in one month we can finish.
normal,! tonight with ironing injury stay if americium of ! Department_of_Energy with angstrom . chinky americium two n't head pile hope angstrom much like Ur
normal,is your hamster dead? Hey so tommaro i meet you at 1pm orchard mrt? 
normal,quality call girl . lage vitamin_D khelate telephone one win girl . call girl Thats rule dhorte opponent . Thats with
